payment_type,payment_txn_id,payment_txn_success,failure_reason
Wallet,74759,N,Invalid Internet Banking Account
Card,88301,Y, 
Wallet,77191,N,Invalid UPI Account
UPI,92488,Y, 
UPI,25032,Y, 
Card,99570,Y, 
Internet Banking,38709,Y, 
Card,39222,N,Invalid CVV
Wallet,41425,N,Invalid CVV
Wallet,79015,Y, 
Card,20500,N,Invalid UPI Account
Wallet,32764,Y, 
Wallet,29563,N,Invalid Internet Banking Account
UPI,69424,N,Invalid UPI Account
Wallet,20220,N,Invalid UPI Account
UPI,88264,Y, 
Internet Banking,17176,Y, 
UPI,65042,Y, 
Internet Banking,13942,N,Invalid Internet Banking Account
Card,91495,Y, 
UPI,79376,N,Invalid Card
Card,25764,Y, 
Internet Banking,67963,Y, 
Card,36801,N,Invalid CVV
Wallet,21272,Y, 
Wallet,48199,Y, 
Wallet,21509,Y, 
Card,73610,N,Invalid Card
UPI,82504,N,Invalid CVV
Card,34406,Y, 
Internet Banking,29705,N,Invalid Internet Banking Account
Wallet,52674,Y, 
UPI,74248,Y, 
Wallet,67819,N,Invalid Card
Internet Banking,54901,Y, 
Internet Banking,40834,N,Invalid UPI Account
UPI,15121,Y, 
Internet Banking,70095,N,Invalid Card
Wallet,11993,Y, 
UPI,62309,N,Invalid CVV
UPI,65210,N,Invalid Internet Banking Account
Wallet,66258,Y, 
Internet Banking,61044,N,Invalid Internet Banking Account
Card,47463,N,Invalid Card
UPI,76820,Y, 
Wallet,55843,Y, 
Internet Banking,85512,N,Invalid CVV
Wallet,94864,Y, 
UPI,75610,N,Invalid CVV
Card,89674,Y, 
Wallet,83624,Y, 
Internet Banking,91197,Y, 
UPI,35183,N,Invalid Internet Banking Account
UPI,16187,N,Invalid CVV
Card,39791,Y, 
Internet Banking,60300,N,Invalid Card
Internet Banking,60820,N,Invalid UPI Account
UPI,47944,Y, 
Wallet,91271,N,Invalid Internet Banking Account
Card,68859,Y, 
Wallet,13054,Y, 
Wallet,79065,N,Invalid UPI Account
Card,47955,N,Invalid Card
Wallet,70062,Y, 
Wallet,92229,Y, 
Wallet,80953,N,Invalid CVV
UPI,84946,Y, 
Card,20155,N,Invalid CVV
Card,50395,N,Invalid Card
Internet Banking,10867,Y, 
Internet Banking,79226,Y, 
Wallet,79273,Y, 
UPI,84421,N,Invalid Card
Internet Banking,40697,Y, 
Internet Banking,76254,Y, 
Wallet,76046,N,Invalid UPI Account
Internet Banking,39082,Y, 
Wallet,91356,Y, 
Wallet,13032,Y, 
Card,20423,Y, 
Internet Banking,87780,Y, 
Wallet,94365,Y, 
Wallet,56643,N,Invalid Card
UPI,14057,N,Invalid CVV
Wallet,65452,N,Invalid CVV
Wallet,95997,Y, 
Wallet,82766,N,Invalid UPI Account
Wallet,41394,Y, 
Internet Banking,26655,N,Invalid CVV
Internet Banking,86606,N,Invalid CVV
UPI,35254,N,Invalid Card
UPI,48872,Y, 
Internet Banking,52157,N,Invalid Internet Banking Account
Internet Banking,64246,N,Invalid UPI Account
UPI,88850,N,Invalid Internet Banking Account
UPI,73953,N,Invalid Internet Banking Account
Internet Banking,63740,N,Invalid Card
Card,60796,Y, 
Card,73377,N,Invalid Card
UPI,97518,Y, 
Internet Banking,64972,N,Invalid Card
Wallet,35256,Y, 
UPI,74967,N,Invalid Internet Banking Account
Internet Banking,82580,N,Invalid CVV
Internet Banking,32536,Y, 
UPI,74226,N,Invalid UPI Account
UPI,87546,Y, 
Wallet,58252,N,Invalid Internet Banking Account
Card,24088,N,Invalid UPI Account
Wallet,55867,N,Invalid UPI Account
UPI,97438,Y, 
Wallet,60802,N,Invalid UPI Account
Wallet,62286,Y, 
UPI,42037,N,Invalid Card
Card,43511,N,Invalid UPI Account
Card,51527,Y, 
Wallet,65840,N,Invalid CVV
Internet Banking,33627,Y, 
Wallet,35930,Y, 
UPI,10302,N,Invalid Internet Banking Account
Card,64695,N,Invalid Card
Card,27406,N,Invalid Internet Banking Account
Card,73527,N,Invalid Internet Banking Account
UPI,42517,Y, 
Internet Banking,49881,N,Invalid UPI Account
Internet Banking,80069,Y, 
UPI,73137,Y, 
Wallet,16740,Y, 
Internet Banking,40988,N,Invalid Card
Card,64550,N,Invalid Card
Wallet,70918,N,Invalid CVV
Internet Banking,74517,Y, 
Card,29401,Y, 
UPI,38094,N,Invalid UPI Account
Internet Banking,90008,N,Invalid Internet Banking Account
Card,56248,N,Invalid UPI Account
Card,28519,Y, 
UPI,60585,Y, 
UPI,58448,Y, 
Wallet,92656,N,Invalid Card
Card,31241,Y, 
Wallet,74105,Y, 
Internet Banking,44931,N,Invalid UPI Account
Wallet,81118,Y, 
Internet Banking,91317,N,Invalid Card
Card,18044,Y, 
Card,96134,Y, 
Card,86163,N,Invalid Card
UPI,71455,Y, 
UPI,12389,N,Invalid Card
UPI,74455,Y, 
Wallet,15843,N,Invalid Card
Internet Banking,18370,Y, 
UPI,34332,N,Invalid Internet Banking Account
Internet Banking,17846,Y, 
Card,28239,Y, 
UPI,61797,N,Invalid UPI Account
Wallet,61436,Y, 
Internet Banking,13244,Y, 
UPI,32190,N,Invalid CVV
Card,35843,N,Invalid Internet Banking Account
Wallet,61672,Y, 
Card,39781,N,Invalid Internet Banking Account
Card,25537,N,Invalid CVV
Card,58357,Y, 
Internet Banking,72922,Y, 
Internet Banking,38094,Y, 
Internet Banking,78862,Y, 
Wallet,10402,Y, 
Card,59799,Y, 
Internet Banking,74584,N,Invalid CVV
UPI,59286,Y, 
UPI,16632,N,Invalid Internet Banking Account
Internet Banking,19723,Y, 
Internet Banking,23163,Y, 
Card,48207,Y, 
Internet Banking,76575,Y, 
UPI,61254,N,Invalid Card
Card,73281,Y, 
Internet Banking,54877,N,Invalid Internet Banking Account
UPI,19040,Y, 
UPI,78015,N,Invalid UPI Account
Card,66997,Y, 
UPI,17770,Y, 
Card,13635,Y, 
UPI,73079,Y, 
UPI,39877,Y, 
UPI,43871,Y, 
UPI,49619,Y, 
UPI,83095,N,Invalid CVV
Wallet,20213,Y, 
UPI,40159,N,Invalid Card
Wallet,31226,N,Invalid UPI Account
Internet Banking,27225,Y, 
Internet Banking,10211,Y, 
UPI,75108,Y, 
Wallet,36421,N,Invalid CVV
UPI,34403,Y, 
UPI,49576,Y, 
Wallet,83296,N,Invalid Internet Banking Account
Internet Banking,18215,N,Invalid Internet Banking Account
Card,86184,N,Invalid Internet Banking Account
UPI,26435,N,Invalid CVV
Card,87013,N,Invalid Internet Banking Account
Internet Banking,40473,N,Invalid Internet Banking Account
Internet Banking,58568,N,Invalid Card
Wallet,76794,N,Invalid Card
Wallet,89782,Y, 
Internet Banking,83397,Y, 
Wallet,60042,Y, 
Card,35395,N,Invalid Internet Banking Account
Internet Banking,71745,Y, 
Card,92274,N,Invalid Internet Banking Account
UPI,12793,Y, 
Internet Banking,40339,Y, 
UPI,62317,N,Invalid UPI Account
Card,93806,N,Invalid UPI Account
Wallet,93500,Y, 
UPI,52830,Y, 
Card,31800,N,Invalid CVV
UPI,18517,Y, 
Card,23188,Y, 
Wallet,24843,N,Invalid Internet Banking Account
Card,33327,Y, 
UPI,21340,N,Invalid Internet Banking Account
Card,67682,N,Invalid CVV
UPI,86866,Y, 
Wallet,91323,N,Invalid UPI Account
Internet Banking,85238,Y, 
Card,11541,Y, 
Internet Banking,12169,Y, 
UPI,87919,N,Invalid Internet Banking Account
Card,20323,N,Invalid Card
UPI,44321,Y, 
Internet Banking,89194,N,Invalid Card
Card,31328,Y, 
Internet Banking,84176,Y, 
Card,59959,N,Invalid Card
Card,31176,Y, 
Internet Banking,78206,Y, 
Wallet,20471,N,Invalid Internet Banking Account
Wallet,72144,N,Invalid UPI Account
Card,89551,Y, 
Card,20510,Y, 
Card,86067,Y, 
Internet Banking,76812,N,Invalid UPI Account
Wallet,35058,Y, 
Internet Banking,58882,N,Invalid Card
Internet Banking,30005,N,Invalid Card
Wallet,36357,Y, 
Internet Banking,85319,N,Invalid UPI Account
Card,35498,Y, 
Wallet,82246,N,Invalid Internet Banking Account
Wallet,80369,Y, 
Card,39194,Y, 
Card,61598,Y, 
Wallet,29863,Y, 
Internet Banking,88686,N,Invalid Internet Banking Account
Wallet,33013,N,Invalid CVV
Card,80397,N,Invalid Internet Banking Account
Card,46137,N,Invalid Internet Banking Account
Wallet,36332,N,Invalid Internet Banking Account
Card,36800,N,Invalid UPI Account
UPI,45350,Y, 
UPI,51868,N,Invalid CVV
Card,61249,Y, 
Wallet,51575,N,Invalid Internet Banking Account
Card,81664,Y, 
Card,46336,N,Invalid Card
UPI,72413,Y, 
UPI,44567,N,Invalid Card
UPI,97257,N,Invalid CVV
Card,90241,Y, 
Card,69342,Y, 
UPI,45903,N,Invalid Internet Banking Account
Internet Banking,87481,N,Invalid Internet Banking Account
UPI,45420,N,Invalid Card
Card,43184,Y, 
Internet Banking,92090,N,Invalid CVV
UPI,84973,N,Invalid Card
Internet Banking,38472,N,Invalid UPI Account
Wallet,85276,Y, 
UPI,89266,Y, 
Internet Banking,31599,Y, 
Card,78995,Y, 
Internet Banking,51020,Y, 
Wallet,52769,N,Invalid CVV
Card,62334,N,Invalid Internet Banking Account
UPI,18400,Y, 
Wallet,36729,N,Invalid Card
Internet Banking,47491,Y, 
UPI,53256,N,Invalid UPI Account
Internet Banking,89109,Y, 
Wallet,16820,Y, 
Wallet,52372,Y, 
Card,59128,N,Invalid CVV
Card,93658,N,Invalid Card
Wallet,86448,N,Invalid CVV
Internet Banking,80883,Y, 
Internet Banking,22372,Y, 
Internet Banking,79367,Y, 
Wallet,44404,N,Invalid CVV
Internet Banking,36307,N,Invalid CVV
UPI,34322,N,Invalid Card
Card,17424,Y, 
UPI,14238,Y, 
Wallet,90379,N,Invalid Card
UPI,51067,N,Invalid CVV
Internet Banking,82650,Y, 
Card,82619,N,Invalid Internet Banking Account
Wallet,38936,Y, 
Card,25990,Y, 
Card,61826,N,Invalid Internet Banking Account
Card,55543,N,Invalid Internet Banking Account
Internet Banking,17961,Y, 
Internet Banking,36269,N,Invalid CVV
Wallet,68403,Y, 
Wallet,93380,Y, 
UPI,47280,Y, 
Card,35446,N,Invalid Internet Banking Account
Card,21755,Y, 
Internet Banking,76719,N,Invalid CVV
Internet Banking,44950,N,Invalid UPI Account
Card,65653,N,Invalid CVV
Internet Banking,71927,Y, 
UPI,49242,N,Invalid Internet Banking Account
UPI,55848,N,Invalid Internet Banking Account
Wallet,77599,N,Invalid Internet Banking Account
Card,38951,Y, 
UPI,34380,N,Invalid Internet Banking Account
Card,54887,N,Invalid CVV
Wallet,98098,Y, 
Internet Banking,67387,N,Invalid CVV
Card,22973,Y, 
UPI,33209,N,Invalid UPI Account
Card,79791,Y, 
Card,66642,Y, 
UPI,34137,N,Invalid CVV
UPI,92237,N,Invalid UPI Account
Wallet,71224,Y, 
UPI,92949,Y, 
UPI,38242,N,Invalid UPI Account
Internet Banking,70236,Y, 
Internet Banking,82123,Y, 
UPI,26616,N,Invalid Card
Internet Banking,14973,Y, 
Wallet,83939,N,Invalid UPI Account
Wallet,88595,N,Invalid Internet Banking Account
Wallet,43434,Y, 
UPI,99870,N,Invalid UPI Account
Wallet,62180,Y, 
Card,48199,Y, 
Card,55965,Y, 
Internet Banking,78885,Y, 
Internet Banking,87929,N,Invalid CVV
Internet Banking,40114,Y, 
Wallet,88510,N,Invalid Internet Banking Account
Card,30244,Y, 
UPI,71933,Y, 
Card,85972,N,Invalid CVV
Wallet,82984,Y, 
Internet Banking,94280,Y, 
Card,96357,Y, 
Internet Banking,78603,Y, 
Wallet,91036,N,Invalid Internet Banking Account
UPI,31729,Y, 
Wallet,49233,N,Invalid Card
Card,69876,Y, 
Internet Banking,48644,N,Invalid Internet Banking Account
Wallet,55794,N,Invalid UPI Account
UPI,91707,Y, 
Wallet,65496,Y, 
UPI,76067,Y, 
UPI,24960,Y, 
Wallet,92430,Y, 
Card,66831,Y, 
Internet Banking,11185,Y, 
Internet Banking,71561,N,Invalid CVV
Wallet,40649,N,Invalid CVV
UPI,43313,N,Invalid CVV
UPI,51714,Y, 
Card,48071,Y, 
UPI,49878,N,Invalid Internet Banking Account
Internet Banking,84503,N,Invalid Card
Internet Banking,44144,N,Invalid UPI Account
Wallet,73462,Y, 
Card,35089,N,Invalid UPI Account
Card,28475,N,Invalid UPI Account
Wallet,74252,N,Invalid UPI Account
Internet Banking,69097,N,Invalid CVV
UPI,90383,Y, 
Card,26031,N,Invalid Internet Banking Account
Wallet,36475,Y, 
UPI,70045,Y, 
Card,72519,N,Invalid Internet Banking Account
Wallet,44248,Y, 
Wallet,21826,Y, 
UPI,12866,N,Invalid Internet Banking Account
Internet Banking,64482,Y, 
Wallet,33452,N,Invalid Card
Internet Banking,29898,N,Invalid UPI Account
Wallet,82118,N,Invalid UPI Account
Card,38590,Y, 
Internet Banking,37002,N,Invalid Card
Internet Banking,77114,N,Invalid Card
UPI,55149,Y, 
Wallet,12171,Y, 
Card,14242,Y, 
Wallet,96285,N,Invalid Internet Banking Account
Card,25148,N,Invalid CVV
Card,81493,N,Invalid Card
Card,30184,Y, 
Card,21261,N,Invalid Internet Banking Account
Card,20580,Y, 
UPI,44714,N,Invalid Card
Card,56093,Y, 
UPI,65657,N,Invalid UPI Account
UPI,56884,Y, 
UPI,25416,N,Invalid Card
Wallet,47887,N,Invalid Card
UPI,11530,Y, 
Wallet,32835,N,Invalid Card
Card,78476,N,Invalid CVV
Wallet,19580,Y, 
UPI,30567,N,Invalid Internet Banking Account
Card,53873,Y, 
Internet Banking,64998,Y, 
Card,89214,N,Invalid Card
Card,70961,N,Invalid Internet Banking Account
Internet Banking,15633,N,Invalid Internet Banking Account
Card,94406,N,Invalid Card
Card,24544,N,Invalid Card
Wallet,23320,N,Invalid CVV
Card,37380,N,Invalid CVV
Internet Banking,85971,N,Invalid CVV
Internet Banking,51868,N,Invalid Card
Wallet,97113,N,Invalid Internet Banking Account
Card,93475,Y, 
Card,65330,Y, 
Card,19007,N,Invalid Card
Card,18544,N,Invalid CVV
UPI,37584,N,Invalid Internet Banking Account
Card,33384,N,Invalid UPI Account
UPI,76835,Y, 
UPI,90700,N,Invalid UPI Account
Wallet,46711,N,Invalid Internet Banking Account
Wallet,79965,Y, 
UPI,25226,Y, 
Internet Banking,64491,Y, 
Card,24108,Y, 
UPI,43100,Y, 
Internet Banking,22827,N,Invalid CVV
Internet Banking,83944,N,Invalid CVV
Internet Banking,58697,N,Invalid UPI Account
Internet Banking,82716,Y, 
Card,71104,N,Invalid Card
Internet Banking,26660,N,Invalid CVV
UPI,47502,N,Invalid Card
Card,83456,Y, 
UPI,80795,Y, 
Internet Banking,28891,Y, 
UPI,26466,Y, 
Internet Banking,34418,N,Invalid UPI Account
Internet Banking,49333,Y, 
Wallet,23643,N,Invalid CVV
Wallet,20304,Y, 
Internet Banking,12776,Y, 
Card,63557,Y, 
UPI,57762,Y, 
Card,28024,Y, 
Card,36724,Y, 
UPI,64382,N,Invalid UPI Account
Card,15695,Y, 
Wallet,21973,N,Invalid Card
UPI,70144,N,Invalid UPI Account
Card,27500,N,Invalid CVV
Wallet,11491,N,Invalid UPI Account
Internet Banking,63970,N,Invalid Internet Banking Account
Internet Banking,10032,Y, 
UPI,95680,N,Invalid CVV
Internet Banking,52447,N,Invalid CVV
UPI,65843,Y, 
Wallet,10606,Y, 
Internet Banking,64363,Y, 
UPI,79822,N,Invalid CVV
UPI,43074,Y, 
UPI,87696,N,Invalid UPI Account
Internet Banking,40044,N,Invalid UPI Account
Internet Banking,10517,Y, 
Internet Banking,47721,N,Invalid CVV
Card,11974,N,Invalid CVV
UPI,75525,Y, 
UPI,95084,Y, 
Internet Banking,41861,N,Invalid UPI Account
Card,80018,N,Invalid CVV
Internet Banking,78939,Y, 
Card,54466,Y, 
Wallet,72721,N,Invalid UPI Account
Card,10265,Y, 
Card,66390,N,Invalid UPI Account
Internet Banking,13182,N,Invalid Internet Banking Account
UPI,17823,Y, 
Card,63571,N,Invalid UPI Account
Card,52571,Y, 
Internet Banking,35133,Y, 
Wallet,89954,Y, 
Internet Banking,29893,N,Invalid CVV
Wallet,58273,Y, 
UPI,35945,N,Invalid Card
Internet Banking,97902,Y, 
UPI,22513,Y, 
Card,33988,N,Invalid Card
Internet Banking,46077,Y, 
Card,56719,N,Invalid Card
Wallet,20684,N,Invalid UPI Account
Card,49675,N,Invalid Internet Banking Account
UPI,91650,Y, 
Card,53887,Y, 
UPI,60439,N,Invalid Internet Banking Account
Wallet,24599,N,Invalid Card
Wallet,22289,N,Invalid UPI Account
UPI,81828,Y, 
Internet Banking,81445,Y, 
Card,51138,N,Invalid CVV
Card,54728,N,Invalid CVV
UPI,90767,N,Invalid CVV
UPI,24552,Y, 
Card,35489,Y, 
Card,71898,N,Invalid Card
UPI,90871,N,Invalid Card
UPI,34467,N,Invalid Card
Internet Banking,43817,N,Invalid Internet Banking Account
UPI,88626,Y, 
Internet Banking,63373,N,Invalid Internet Banking Account
Card,34024,N,Invalid Card
Wallet,10068,Y, 
Card,68679,Y, 
UPI,10422,Y, 
Wallet,92093,Y, 
Wallet,24315,N,Invalid Card
Card,11394,Y, 
Card,15363,N,Invalid Internet Banking Account
Card,67494,N,Invalid Card
Card,93963,Y, 
Wallet,83217,Y, 
Wallet,93005,Y, 
UPI,32766,Y, 
Wallet,96249,Y, 
UPI,86566,N,Invalid CVV
Internet Banking,79869,Y, 
Wallet,51795,Y, 
UPI,86398,N,Invalid UPI Account
Card,96176,N,Invalid UPI Account
Internet Banking,29551,N,Invalid Internet Banking Account
Internet Banking,97436,Y, 
Internet Banking,25641,Y, 
Wallet,30671,Y, 
UPI,35158,N,Invalid Internet Banking Account
Card,87798,Y, 
Wallet,61456,Y, 
UPI,61976,Y, 
Card,17263,Y, 
Card,29301,Y, 
Wallet,39262,N,Invalid CVV
UPI,93457,Y, 
Internet Banking,19170,N,Invalid Card
Internet Banking,91054,Y, 
Wallet,62447,Y, 
UPI,10898,N,Invalid Internet Banking Account
Internet Banking,40511,Y, 
Card,18033,Y, 
Card,45574,Y, 
Card,34484,N,Invalid Card
Internet Banking,13550,Y, 
UPI,59003,N,Invalid Card
Card,20014,N,Invalid Internet Banking Account
Internet Banking,75124,N,Invalid Internet Banking Account
UPI,72813,N,Invalid Card
Card,27526,N,Invalid Card
Wallet,19384,Y, 
Card,82231,Y, 
Card,72535,N,Invalid Card
Internet Banking,10186,N,Invalid Card
Card,70065,Y, 
UPI,18067,Y, 
Internet Banking,36797,N,Invalid CVV
Card,62287,N,Invalid Card
Card,25286,N,Invalid Card
Internet Banking,19505,N,Invalid Card
Card,79417,Y, 
UPI,49835,Y, 
Internet Banking,30895,N,Invalid Internet Banking Account
Internet Banking,43891,N,Invalid Internet Banking Account
Wallet,26742,N,Invalid CVV
Card,34895,Y, 
Card,32572,N,Invalid UPI Account
UPI,82192,Y, 
UPI,61499,N,Invalid UPI Account
Card,40736,Y, 
Wallet,44175,Y, 
Wallet,23283,N,Invalid Card
UPI,53312,Y, 
UPI,72058,N,Invalid UPI Account
Wallet,78377,Y, 
Wallet,84153,Y, 
UPI,45837,N,Invalid CVV
Wallet,58280,N,Invalid Internet Banking Account
Wallet,22622,N,Invalid Internet Banking Account
Wallet,10130,Y, 
Internet Banking,57283,Y, 
UPI,11530,Y, 
Card,42400,Y, 
Internet Banking,86211,Y, 
Wallet,98899,Y, 
Internet Banking,85503,N,Invalid Card
UPI,24847,Y, 
UPI,79786,N,Invalid UPI Account
Wallet,60886,Y, 
UPI,42595,Y, 
Card,14915,Y, 
Card,39513,N,Invalid UPI Account
Wallet,57165,N,Invalid Card
Internet Banking,13084,Y, 
Card,46429,Y, 
UPI,15918,N,Invalid Internet Banking Account
UPI,78733,N,Invalid Internet Banking Account
Internet Banking,67160,Y, 
UPI,28045,N,Invalid Internet Banking Account
UPI,26982,N,Invalid Card
Wallet,82397,N,Invalid CVV
UPI,69827,Y, 
Card,52055,N,Invalid UPI Account
Internet Banking,80210,Y, 
Card,97892,Y, 
Internet Banking,62152,Y, 
Wallet,69278,Y, 
Card,20110,Y, 
Card,79493,N,Invalid CVV
UPI,64043,N,Invalid CVV
Wallet,63738,N,Invalid CVV
UPI,99029,Y, 
Card,81767,N,Invalid Card
UPI,60491,Y, 
Internet Banking,11074,Y, 
UPI,68403,N,Invalid CVV
UPI,97018,Y, 
Internet Banking,75089,N,Invalid Internet Banking Account
Card,51035,N,Invalid UPI Account
Wallet,43352,Y, 
Internet Banking,90137,N,Invalid Card
Internet Banking,56730,Y, 
UPI,62977,Y, 
Wallet,69491,N,Invalid Internet Banking Account
Card,29997,Y, 
Card,74858,N,Invalid Internet Banking Account
Wallet,53671,Y, 
Internet Banking,64456,Y, 
Internet Banking,99145,Y, 
Wallet,85067,Y, 
Internet Banking,16528,Y, 
Wallet,88292,N,Invalid Internet Banking Account
Internet Banking,43097,Y, 
Wallet,99765,Y, 
Wallet,92411,N,Invalid UPI Account
Card,14139,N,Invalid Card
Card,72252,N,Invalid UPI Account
Card,14487,N,Invalid CVV
UPI,58258,Y, 
Card,46747,N,Invalid CVV
UPI,31507,Y, 
Wallet,69400,N,Invalid UPI Account
Card,73961,N,Invalid Internet Banking Account
Wallet,99730,Y, 
UPI,87416,Y, 
Wallet,48800,Y, 
Wallet,90062,Y, 
UPI,14437,N,Invalid CVV
Wallet,98538,N,Invalid Card
Internet Banking,66223,Y, 
Wallet,70815,N,Invalid Card
Internet Banking,14590,Y, 
Card,19415,N,Invalid CVV
UPI,98104,N,Invalid Card
Wallet,72567,N,Invalid Internet Banking Account
UPI,38127,Y, 
Internet Banking,20479,Y, 
Card,52987,N,Invalid CVV
Wallet,57060,N,Invalid Card
Card,63684,Y, 
Wallet,38086,N,Invalid CVV
Card,80486,Y, 
Wallet,53420,N,Invalid UPI Account
Internet Banking,21757,Y, 
UPI,75545,N,Invalid Internet Banking Account
Card,96445,Y, 
Internet Banking,45407,N,Invalid CVV
Internet Banking,72988,Y, 
UPI,61797,N,Invalid CVV
Internet Banking,34430,Y, 
Wallet,16078,N,Invalid CVV
UPI,93207,Y, 
UPI,94608,N,Invalid UPI Account
Card,73977,Y, 
Wallet,16102,N,Invalid CVV
Card,82388,Y, 
Card,60622,Y, 
UPI,71736,Y, 
Internet Banking,13784,N,Invalid Card
Card,24964,N,Invalid Internet Banking Account
Internet Banking,11642,Y, 
Wallet,61697,N,Invalid UPI Account
UPI,62874,Y, 
Wallet,71550,N,Invalid Internet Banking Account
Internet Banking,38552,N,Invalid Internet Banking Account
UPI,22718,N,Invalid Card
Wallet,46569,N,Invalid Internet Banking Account
UPI,82611,N,Invalid Internet Banking Account
Wallet,49153,N,Invalid Internet Banking Account
Internet Banking,92077,N,Invalid CVV
Card,79911,N,Invalid CVV
Internet Banking,55257,N,Invalid UPI Account
Internet Banking,40106,N,Invalid UPI Account
Internet Banking,64788,Y, 
UPI,29181,N,Invalid CVV
Card,64554,Y, 
Card,42042,Y, 
